model_a,model_b,hidden_dim,vocab,baseline_rank_w,baseline_w_params,baseline_w_gain,identity_R2,delta_over_Yc_energy,full_affine_gain_over_delta,residual_gain_over_delta,same_budget_hybrid_gain,same_budget_rank_affine,same_budget_rank_residual_w,same_budget_hybrid_params,same_budget_mode,same_budget_gain_over_w,same_budget_param_ratio,match_hybrid_params,match_rank_affine,match_rank_residual_w,match_hybrid_gain,match_mode,match_param_ratio_over_w,match_param_saving
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,16,2086912,0.21197925508022308,0.9582858963221983,0.04171410367780169,0.4080941876317367,0.5919057519091038,0.372514970600605,413,3,2084608,decomposed_hybrid,1.7573180472760297,0.9988959764474975,141312,34,0,0.2134820818901062,decomposed_hybrid,0.06771344455348381,0.9322865554465162
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,32,4171776,0.276320219039917,0.9582858963221983,0.04171410367780169,0.4080941876317367,0.5919057519091038,0.41073692589998245,763,8,4169728,decomposed_hybrid,1.4864526646913512,0.9995090819833088,419072,70,1,0.2766420915722847,decomposed_hybrid,0.10045409916543938,0.8995459008345607
Llama-3.2-1B,Llama-3.2-1B-Instruct,2048,128256,64,8341504,0.3481598198413849,0.9582858963221983,0.04171410367780169,0.4080941876317367,0.5919057519091038,0.4574817195534706,1145,28,8340480,decomposed_hybrid,1.3139991850923256,0.9998772403633686,1299712,285,1,0.3483029380440712,decomposed_hybrid,0.15581266879450037,0.8441873312054996
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,1,136448,0.007410005200654268,0.9983613904442429,0.00163860955575709,0.048296668056131815,0.9517032714972986,0.007410005200654268,0,1,136448,pure_W_fallback,1.0,1.0,136448,0,1,0.007410005200654268,pure_W_fallback,1.0,0.0
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,2,268800,0.011154359206557274,0.9983613904442429,0.00163860955575709,0.048296668056131815,0.9517032714972986,0.011154359206557274,0,2,268800,pure_W_fallback,1.0,1.0,268800,0,2,0.011154359206557274,pure_W_fallback,1.0,0.0
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,4,533504,0.015278538689017296,0.9983613904442429,0.00163860955575709,0.048296668056131815,0.9517032714972986,0.015278538689017296,0,4,533504,pure_W_fallback,1.0,1.0,533504,0,4,0.015278538689017296,pure_W_fallback,1.0,0.0
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,8,1062912,0.02158677950501442,0.9983613904442429,0.00163860955575709,0.048296668056131815,0.9517032714972986,0.02158677950501442,0,8,1062912,pure_W_fallback,1.0,1.0,1062912,0,8,0.02158677950501442,pure_W_fallback,1.0,0.0
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,16,2121728,0.031114982441067696,0.9983613904442429,0.00163860955575709,0.048296668056131815,0.9517032714972986,0.031114982441067696,0,16,2121728,pure_W_fallback,1.0,1.0,2121728,0,16,0.031114982441067696,pure_W_fallback,1.0,0.0
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,32,4239360,0.04643954336643219,0.9983613904442429,0.00163860955575709,0.048296668056131815,0.9517032714972986,0.04643954336643219,0,32,4239360,pure_W_fallback,1.0,1.0,4239360,0,32,0.04643954336643219,pure_W_fallback,1.0,0.0
Llama-3.1-8B,Llama-3.1-8B-Instruct,4096,128256,64,8474624,0.07052402943372726,0.9983613904442429,0.00163860955575709,0.048296668056131815,0.9517032714972986,0.07052402943372726,0,64,8474624,pure_W_fallback,1.0,1.0,8474624,0,64,0.07052402943372726,pure_W_fallback,1.0,0.0
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,1,134400,0.05439969152212143,0.9657056778564524,0.03429432214354759,0.40243243090170117,0.5975676235570075,0.15628676116466522,21,0,132096,decomposed_hybrid,2.8729346948798744,0.9828571428571429,15360,2,0,0.05666222423315048,decomposed_hybrid,0.11428571428571428,0.8857142857142857
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,2,265728,0.07539685815572739,0.9657056778564524,0.03429432214354759,0.40243243090170117,0.5975676235570075,0.1971421092748642,42,0,261120,decomposed_hybrid,2.61472578695096,0.9826589595375722,27648,4,0,0.07856758683919907,decomposed_hybrid,0.10404624277456648,0.8959537572254335
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,4,528384,0.1006832867860794,0.9657056778564524,0.03429432214354759,0.40243243090170117,0.5975676235570075,0.23776821233332157,64,1,527616,decomposed_hybrid,2.3615459916252526,0.998546511627907,46080,7,0,0.1010369285941124,decomposed_hybrid,0.0872093023255814,0.9127906976744186
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,8,1053696,0.1349925398826599,0.9657056778564524,0.03429432214354759,0.40243243090170117,0.5975676235570075,0.2834795657545328,149,1,1049856,decomposed_hybrid,2.099964679536683,0.9963556851311953,95232,15,0,0.1374070644378662,decomposed_hybrid,0.09037900874635568,0.9096209912536444
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,16,2104320,0.17979633808135986,0.9657056778564524,0.03429432214354759,0.40243243090170117,0.5975676235570075,0.32330928556621075,299,2,2102784,decomposed_hybrid,1.798197277076409,0.9992700729927008,199680,32,0,0.18146145343780518,decomposed_hybrid,0.0948905109489051,0.9051094890510949
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,32,4205568,0.23669859766960144,0.9657056778564524,0.03429432214354759,0.40243243090170117,0.5975676235570075,0.3622287083417177,577,5,4204800,decomposed_hybrid,1.5303373653583658,0.99981738495252,521472,63,1,0.2369105312973261,decomposed_hybrid,0.12399561723886048,0.8760043827611396
Llama-3.2-3B,Llama-3.2-3B-Instruct,3072,128256,64,8408064,0.3024144172668457,0.9657056778564524,0.03429432214354759,0.40243243090170117,0.5975676235570075,0.4062833599746227,919,21,8407296,decomposed_hybrid,1.343465578283342,0.9999086591158203,1455360,215,1,0.3025436643511057,decomposed_hybrid,0.17309097552064304,0.826909024479357
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,1,159232,0.01878005638718605,0.9997140644190229,0.00028593558097710867,0.03179576674935525,0.9682042083337707,0.01878005638718605,0,1,159232,pure_W_fallback,1.0,1.0,159232,0,1,0.01878005638718605,pure_W_fallback,1.0,0.0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,2,314880,0.02827983722090721,0.9997140644190229,0.00028593558097710867,0.03179576674935525,0.9682042083337707,0.02827983722090721,0,2,314880,pure_W_fallback,1.0,1.0,314880,0,2,0.02827983722090721,pure_W_fallback,1.0,0.0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,4,626176,0.04225841909646988,0.9997140644190229,0.00028593558097710867,0.03179576674935525,0.9682042083337707,0.04225841909646988,0,4,626176,pure_W_fallback,1.0,1.0,626176,0,4,0.04225841909646988,pure_W_fallback,1.0,0.0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,8,1248768,0.05985221266746521,0.9997140644190229,0.00028593558097710867,0.03179576674935525,0.9682042083337707,0.05985221266746521,0,8,1248768,pure_W_fallback,1.0,1.0,1248768,0,8,0.05985221266746521,pure_W_fallback,1.0,0.0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,16,2493952,0.0876685082912445,0.9997140644190229,0.00028593558097710867,0.03179576674935525,0.9682042083337707,0.0876685082912445,0,16,2493952,pure_W_fallback,1.0,1.0,2493952,0,16,0.0876685082912445,pure_W_fallback,1.0,0.0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,32,4984320,0.13430358469486237,0.9997140644190229,0.00028593558097710867,0.03179576674935525,0.9682042083337707,0.13430358469486237,0,32,4984320,pure_W_fallback,1.0,1.0,4984320,0,32,0.13430358469486237,pure_W_fallback,1.0,0.0
Qwen2.5-7B,Qwen2.5-7B-Instruct,3584,152064,64,9965056,0.2094627022743225,0.9997140644190229,0.00028593558097710867,0.03179576674935525,0.9682042083337707,0.2094627022743225,0,64,9965056,pure_W_fallback,1.0,1.0,9965056,0,64,0.2094627022743225,pure_W_fallback,1.0,0.0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,1,144640,0.004017640836536884,0.9984301656151496,0.0015698343848503684,0.08244330223834276,0.917556669548201,0.004017640836536884,0,1,144640,pure_W_fallback,1.0,1.0,144640,0,1,0.004017640836536884,pure_W_fallback,1.0,0.0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,2,281088,0.006610310636460781,0.9984301656151496,0.0015698343848503684,0.08244330223834276,0.917556669548201,0.006610310636460781,0,2,281088,pure_W_fallback,1.0,1.0,281088,0,2,0.006610310636460781,pure_W_fallback,1.0,0.0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,4,553984,0.009989732876420021,0.9984301656151496,0.0015698343848503684,0.08244330223834276,0.917556669548201,0.009989732876420021,0,4,553984,pure_W_fallback,1.0,1.0,553984,0,4,0.009989732876420021,pure_W_fallback,1.0,0.0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,8,1099776,0.01557640265673399,0.9984301656151496,0.0015698343848503684,0.08244330223834276,0.917556669548201,0.01557640265673399,0,8,1099776,pure_W_fallback,1.0,1.0,1099776,0,8,0.01557640265673399,pure_W_fallback,1.0,0.0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,16,2191360,0.02452661655843258,0.9984301656151496,0.0015698343848503684,0.08244330223834276,0.917556669548201,0.02452661655843258,0,16,2191360,pure_W_fallback,1.0,1.0,2191360,0,16,0.02452661655843258,pure_W_fallback,1.0,0.0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,32,4374528,0.038487065583467484,0.9984301656151496,0.0015698343848503684,0.08244330223834276,0.917556669548201,0.038487065583467484,0,32,4374528,pure_W_fallback,1.0,1.0,4374528,0,32,0.038487065583467484,pure_W_fallback,1.0,0.0
Llama-3.1-70B-Base,Llama-3.1-70B-Instruct,8192,128256,64,8740864,0.060178376734256744,0.9984301656151496,0.0015698343848503684,0.08244330223834276,0.917556669548201,0.060178376734256744,0,64,8740864,pure_W_fallback,1.0,1.0,8740864,0,64,0.060178376734256744,pure_W_fallback,1.0,0.0
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,1,267328,0.018168888986110687,0.9531679034284962,0.04683209657150381,0.1009840327263784,0.8990160085664437,0.07840780913829803,51,0,263680,decomposed_hybrid,4.315498278306249,0.9863538424706727,12800,2,0,0.025364605709910393,decomposed_hybrid,0.04788125448886761,0.9521187455111324
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,2,532096,0.030754972249269485,0.9531679034284962,0.04683209657150381,0.1009840327263784,0.8990160085664437,0.08426082879304886,103,0,529920,decomposed_hybrid,2.7397465395225735,0.9959105123887418,17920,3,0,0.03264305368065834,decomposed_hybrid,0.03367813326918451,0.9663218667308155
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,4,1061632,0.046388816088438034,0.9531679034284962,0.04683209657150381,0.1009840327263784,0.8990160085664437,0.09215002786368132,103,2,1059456,decomposed_hybrid,1.9864707839924551,0.9979503255365324,38400,7,0,0.048199594020843506,decomposed_hybrid,0.03617072582589824,0.9638292741741018
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,8,2120704,0.06461799889802933,0.9531679034284962,0.04683209657150381,0.1009840327263784,0.8990160085664437,0.10018487181514502,206,4,2116352,decomposed_hybrid,1.550417430493973,0.9979478512795751,94720,18,0,0.06488397717475891,decomposed_hybrid,0.04466441332689522,0.9553355866731048
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,16,4238848,0.08493389934301376,0.9531679034284962,0.04683209657150381,0.1009840327263784,0.8990160085664437,0.11029595695436001,258,11,4235968,decomposed_hybrid,1.2986093633699676,0.9993205701171639,574528,60,1,0.08505827514454722,decomposed_hybrid,0.13553871240487983,0.8644612875951202
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,32,8475136,0.10734844207763672,0.9531679034284962,0.04683209657150381,0.1009840327263784,0.8990160085664437,0.12474241107702255,361,25,8470080,decomposed_hybrid,1.1620328032968203,0.9994034314021627,3557952,229,9,0.10735402442514896,decomposed_hybrid,0.4198106083489398,0.5801893916510602
Gemma-3-4B,Gemma-3-4B-Instruct,2560,262208,64,16947712,0.13497519493103027,0.9531679034284962,0.04683209657150381,0.1009840327263784,0.8990160085664437,0.1468222700059414,517,54,16947072,decomposed_hybrid,1.087772239047069,0.9999622367904293,12143936,458,37,0.1349821463227272,decomposed_hybrid,0.7165531252832241,0.2834468747167759
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,1,263168,0.08386193215847015,0.9878627279082711,0.01213727209172885,0.26866272928414836,0.7313366621629243,0.21806444227695465,36,0,261632,decomposed_hybrid,2.600279252627855,0.9941634241245136,17920,2,0,0.11844101548194885,decomposed_hybrid,0.06809338521400778,0.9319066147859922
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,2,522752,0.1268921047449112,0.9878627279082711,0.01213727209172885,0.26866272928414836,0.7313366621629243,0.23136429488658905,72,0,519680,decomposed_hybrid,1.8233151333701678,0.9941234084231146,25088,3,0,0.13676227629184723,decomposed_hybrid,0.047992164544564155,0.9520078354554359
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,4,1041920,0.16089174151420593,0.9878627279082711,0.01213727209172885,0.26866272928414836,0.7313366621629243,0.24822771828621626,108,1,1037312,decomposed_hybrid,1.5428244852722848,0.9955773955773956,46592,6,0,0.1657049059867859,decomposed_hybrid,0.04471744471744472,0.9552825552825552
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,8,2080256,0.19529302418231964,0.9878627279082711,0.01213727209172885,0.26866272928414836,0.7313366621629243,0.26276537775993347,181,3,2079744,decomposed_hybrid,1.3454929015519965,0.9997538764459759,111104,15,0,0.19597338140010834,decomposed_hybrid,0.053408811223234064,0.946591188776766
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,16,4156928,0.225343257188797,0.9878627279082711,0.01213727209172885,0.26866272928414836,0.7313366621629243,0.2768601309508085,253,9,4153344,decomposed_hybrid,1.2286151110297021,0.9991378248552777,376320,52,0,0.22565650939941406,decomposed_hybrid,0.09052839019583693,0.9094716098041631
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,32,8310272,0.25481271743774414,0.9878627279082711,0.01213727209172885,0.26866272928414836,0.7313366621629243,0.2929174192249775,507,18,8310272,decomposed_hybrid,1.1495400314803483,1.0,1375744,119,2,0.25491960532963276,decomposed_hybrid,0.16554740927854106,0.8344525907214589
Gemma-2-9B,Gemma-2-9B-Instruct,3584,256000,64,16616960,0.284685879945755,0.9878627279082711,0.01213727209172885,0.26866272928414836,0.7313366621629243,0.3128402344882488,724,44,16614912,decomposed_hybrid,1.098896209913391,0.9998767524264366,5885440,386,12,0.28469984605908394,decomposed_hybrid,0.35418271452780775,0.6458172854721922
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,1,162304,0.011465039104223251,0.9998697145588493,0.00013028544115068803,0.049104489454442984,0.9508954720585722,0.011465039104223251,0,1,162304,pure_W_fallback,1.0,1.0,162304,0,1,0.011465039104223251,pure_W_fallback,1.0,0.0
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,2,319488,0.018455244600772858,0.9998697145588493,0.00013028544115068803,0.049104489454442984,0.9508954720585722,0.018455244600772858,0,2,319488,pure_W_fallback,1.0,1.0,319488,0,2,0.018455244600772858,pure_W_fallback,1.0,0.0
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,4,633856,0.027821367606520653,0.9998697145588493,0.00013028544115068803,0.049104489454442984,0.9508954720585722,0.027821367606520653,0,4,633856,pure_W_fallback,1.0,1.0,633856,0,4,0.027821367606520653,pure_W_fallback,1.0,0.0
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,8,1262592,0.04371041804552078,0.9998697145588493,0.00013028544115068803,0.049104489454442984,0.9508954720585722,0.04371041804552078,0,8,1262592,pure_W_fallback,1.0,1.0,1262592,0,8,0.04371041804552078,pure_W_fallback,1.0,0.0
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,16,2520064,0.06998145580291748,0.9998697145588493,0.00013028544115068803,0.049104489454442984,0.9508954720585722,0.06998145580291748,0,16,2520064,pure_W_fallback,1.0,1.0,2520064,0,16,0.06998145580291748,pure_W_fallback,1.0,0.0
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,32,5035008,0.11402290314435959,0.9998697145588493,0.00013028544115068803,0.049104489454442984,0.9508954720585722,0.11402290314435959,0,32,5035008,pure_W_fallback,1.0,1.0,5035008,0,32,0.11402290314435959,pure_W_fallback,1.0,0.0
Qwen2.5-32B,Qwen2.5-32B-Instruct,5120,152064,64,10064896,0.18516692519187927,0.9998697145588493,0.00013028544115068803,0.049104489454442984,0.9508954720585722,0.18516692519187927,0,64,10064896,pure_W_fallback,1.0,1.0,10064896,0,64,0.18516692519187927,pure_W_fallback,1.0,0.0
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,1,260608,0.23200497031211853,0.9989458769818493,0.0010541230181506573,0.3685498521808143,0.631449765319352,0.30116820335388184,56,0,260352,decomposed_hybrid,1.2981109971425067,0.9990176817288802,39168,8,0,0.23655174672603607,decomposed_hybrid,0.15029469548133595,0.849705304518664
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,2,518912,0.275238037109375,0.9989458769818493,0.0010541230181506573,0.3685498521808143,0.631449765319352,0.4060799926519394,56,1,518656,decomposed_hybrid,1.4753774475239771,0.9995066600888012,112896,24,0,0.2763844132423401,decomposed_hybrid,0.21756290083867785,0.7824370991613221
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,4,1035520,0.3393592834472656,0.9989458769818493,0.0010541230181506573,0.3685498521808143,0.631449765319352,0.4396860748529434,112,2,1035008,decomposed_hybrid,1.2956359124363486,0.9995055624227441,297472,8,1,0.34146353602409363,decomposed_hybrid,0.2872682323856613,0.7127317676143388
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,8,2068736,0.39636412262916565,0.9989458769818493,0.0010541230181506573,0.3685498521808143,0.631449765319352,0.4794476330280304,168,5,2067968,decomposed_hybrid,1.2096141039399695,0.9996287588169781,444928,40,1,0.3966112583875656,decomposed_hybrid,0.21507239203068926,0.7849276079693107
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,16,4135168,0.4501577317714691,0.9989458769818493,0.0010541230181506573,0.3685498521808143,0.631449765319352,0.5183803588151932,280,11,4133888,decomposed_hybrid,1.1515527163673345,0.999690459976475,1233408,99,3,0.4502362310886383,decomposed_hybrid,0.29827276666873026,0.7017272333312697
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,32,8268032,0.5050368309020996,0.9989458769818493,0.0010541230181506573,0.3685498521808143,0.631449765319352,0.5598621219396591,504,23,8265728,decomposed_hybrid,1.1085570154153515,0.9997213363470291,3276032,262,8,0.5050583183765411,decomposed_hybrid,0.39622875189646095,0.6037712481035391
Gemma-2-2B,Gemma-2-2B-Instruct,2304,256000,64,16533760,0.5639730095863342,0.9989458769818493,0.0010541230181506573,0.3685498521808143,0.631449765319352,0.6068014204502106,728,51,16530432,decomposed_hybrid,1.0759405328550924,0.9997987148718743,8823808,513,25,0.5639996379613876,decomposed_hybrid,0.5336842920182705,0.4663157079817295
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,1,168448,0.00471070222556591,0.9996624244489689,0.000337575551031072,0.07344402209621359,0.926556004261015,0.00471070222556591,0,1,168448,pure_W_fallback,1.0,1.0,168448,0,1,0.00471070222556591,pure_W_fallback,1.0,0.0
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,2,328704,0.008207952603697777,0.9996624244489689,0.000337575551031072,0.07344402209621359,0.926556004261015,0.008207952603697777,0,2,328704,pure_W_fallback,1.0,1.0,328704,0,2,0.008207952603697777,pure_W_fallback,1.0,0.0
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,4,649216,0.013111963868141174,0.9996624244489689,0.000337575551031072,0.07344402209621359,0.926556004261015,0.013111963868141174,0,4,649216,pure_W_fallback,1.0,1.0,649216,0,4,0.013111963868141174,pure_W_fallback,1.0,0.0
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,8,1290240,0.021025076508522034,0.9996624244489689,0.000337575551031072,0.07344402209621359,0.926556004261015,0.021025076508522034,0,8,1290240,pure_W_fallback,1.0,1.0,1290240,0,8,0.021025076508522034,pure_W_fallback,1.0,0.0
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,16,2572288,0.03496118262410164,0.9996624244489689,0.000337575551031072,0.07344402209621359,0.926556004261015,0.03496118262410164,0,16,2572288,pure_W_fallback,1.0,1.0,2572288,0,16,0.03496118262410164,pure_W_fallback,1.0,0.0
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,32,5136384,0.0586090125143528,0.9996624244489689,0.000337575551031072,0.07344402209621359,0.926556004261015,0.0586090125143528,0,32,5136384,pure_W_fallback,1.0,1.0,5136384,0,32,0.0586090125143528,pure_W_fallback,1.0,0.0
Qwen2.5-72B-Base,Qwen2.5-72B-Instruct,8192,152064,64,10264576,0.0974748358130455,0.9996624244489689,0.000337575551031072,0.07344402209621359,0.926556004261015,0.0974748358130455,0,64,10264576,pure_W_fallback,1.0,1.0,10264576,0,64,0.0974748358130455,pure_W_fallback,1.0,0.0
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,1,269888,0.0340232253074646,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.07415088266134262,34,0,264960,decomposed_hybrid,2.179419558000403,0.9817405738676784,19200,2,0,0.03901796415448189,decomposed_hybrid,0.0711406212947593,0.9288593787052407
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,2,535936,0.0418589748442173,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.08088190853595734,69,0,533760,decomposed_hybrid,1.9322477159789053,0.9959398137090996,26880,3,0,0.04389967396855354,decomposed_hybrid,0.050155242417005017,0.949844757582995
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,4,1068032,0.055772341787815094,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.0906096687540412,103,1,1060928,decomposed_hybrid,1.6246344666459247,0.9933485139022051,65280,8,0,0.05628179758787155,decomposed_hybrid,0.06112176414189837,0.9388782358581016
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,8,2132224,0.06979312747716904,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.09956152178347111,173,3,2130624,decomposed_hybrid,1.4265232893602597,0.9992496097970945,180480,23,0,0.06999675184488297,decomposed_hybrid,0.08464401488774162,0.9153559851122584
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,16,4260608,0.08547904342412949,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.11100838705897331,277,8,4259584,decomposed_hybrid,1.2986620183402435,0.9997596587153759,715328,58,1,0.08553761150687933,decomposed_hybrid,0.1678934086402692,0.8321065913597308
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,32,8517376,0.10422154515981674,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.12674136087298393,519,17,8512576,decomposed_hybrid,1.2160763945557953,0.9994364461543086,2908480,205,5,0.10424109641462564,decomposed_hybrid,0.34147606023263505,0.658523939767365
Gemma-3-12B,Gemma-3-12B-Instruct,3840,262208,64,17030912,0.12770159542560577,0.962656724315314,0.037343275684686005,0.12327494939683,0.8767249241795274,0.1481262370944023,866,39,17030592,decomposed_hybrid,1.1599403797636592,0.999981210636283,8832384,526,18,0.12771500274538994,decomposed_hybrid,0.518608985825304,0.481391014174696
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,1,272960,0.019437016919255257,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.05005786567926407,24,0,263424,decomposed_hybrid,2.575388285517944,0.9650644783118406,26880,2,0,0.024133237078785896,decomposed_hybrid,0.0984759671746776,0.9015240328253225
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,2,540544,0.026580652222037315,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.056052058935165405,49,0,532224,decomposed_hybrid,2.1087540842468164,0.9846080985081695,37632,3,0,0.02818588726222515,decomposed_hybrid,0.06961875443997158,0.9303812455600284
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,4,1075712,0.03576241433620453,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.062269343761727214,74,1,1068608,decomposed_hybrid,1.7411951882311274,0.9933960019038554,80640,7,0,0.03685138374567032,decomposed_hybrid,0.07496430271299381,0.9250356972870062
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,8,2146048,0.046902529895305634,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.07098057307302952,99,4,2140160,decomposed_hybrid,1.5133634205120734,0.9972563521412382,198912,18,0,0.04739405959844589,decomposed_hybrid,0.09268758201121317,0.9073124179887868
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,16,4286720,0.06253429502248764,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.0835447870194912,149,10,4283264,decomposed_hybrid,1.335983510959036,0.9991937891908033,1100864,77,1,0.06258402648381889,decomposed_hybrid,0.25680800238877277,0.7431919976112272
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,32,8568064,0.08272945880889893,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.09943755529820919,248,22,8558720,decomposed_hybrid,1.2019606646757495,0.9989094385849592,4132736,135,10,0.08278502151370049,decomposed_hybrid,0.4823418685948191,0.5176581314051809
Gemma-3-27B,Gemma-3-27B-Instruct,5376,262208,64,17130752,0.10648152232170105,0.9675574083518943,0.032442591648105645,0.09911744841666441,0.9008825098104917,0.1201905757188797,423,47,17129920,decomposed_hybrid,1.1287458433939457,0.9999514323714452,11130688,313,29,0.10650074481964111,decomposed_hybrid,0.6497489427200861,0.3502510572799139
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,1,265216,0.08144690096378326,0.9964781784501565,0.003521821549843446,0.32016493263309553,0.6798346816858805,0.24408675730228424,28,0,262656,decomposed_hybrid,2.9968820718030944,0.9903474903474904,23040,2,0,0.10131656378507614,decomposed_hybrid,0.08687258687258688,0.9131274131274131
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,2,525824,0.12983213365077972,0.9964781784501565,0.003521821549843446,0.32016493263309553,0.6798346816858805,0.2752876188606024,28,1,523264,decomposed_hybrid,2.1203350135265153,0.9951314508276533,32256,3,0,0.1310308575630188,decomposed_hybrid,0.06134371957156767,0.9386562804284323
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,4,1047040,0.18742996454238892,0.9964781784501565,0.003521821549843446,0.32016493263309553,0.6798346816858805,0.3048767503350973,84,1,1039360,decomposed_hybrid,1.6266169130397865,0.9926650366748166,78336,8,0,0.19109895825386047,decomposed_hybrid,0.07481662591687041,0.9251833740831296
Gemma-2-27B,Gemma-2-27B-Instruct,4608,256000,8,2089472,0.24183224141597748,0.9964781784501565,0.003521821549843446,0.32016493263309553,0.6798346816858805,0.3267351984977722,113,4,2088448,decomposed_hybrid,1.351082041768585,0.9995099240382259,253440,27,0,0.24275392293930054,decomposed_hybrid,0.12129380053908356,0.8787061994609164
