model_a,model_b,source_tasks,align_mode,n_common,n_fit,hidden_dim_a,hidden_dim_b,vocab_size_a,vocab_size_b,actual_tied_a,actual_tied_b,R2_E,rel_err_E,norm_A_E,norm_b_E,R2_U,rel_err_U,norm_A_U,norm_b_U
Llama-3.1-70B-Instruct,Gemma-2-27B-Instruct,task3_cross_scale_groups,string,25632,24000,8192,4608,128256,256000,False,True,0.478399444942491,0.711011378762518,91.32125854492188,0.2235446274280548,0.5851022381189581,0.6341296714760261,85.08072662353516,0.3413034975528717
Qwen2.5-72B-Instruct,Gemma-4-31B-Instruct,task3_cross_scale_groups,string,24519,24000,8192,5376,152064,262144,False,True,0.45499261065788343,0.7281107985859857,135.40806579589844,0.18988308310508728,0.5486734730148938,0.6625851633522225,116.54740905761719,0.5350309610366821
Llama-3.1-70B-Instruct,Gemma-3-27B-Instruct,task3_cross_scale_groups,string,25036,24000,8192,5376,128256,262208,False,True,0.5155230040752434,0.6854276731201271,91.73527526855469,0.20279774069786072,0.6360913944733743,0.5940475608177782,89.14317321777344,0.31889641284942627
Gemma-2-27B-Instruct,Gemma-3-27B-Instruct,task3_cross_scale_groups,string,180863,24000,4608,5376,256000,262208,True,True,0.42014639734909787,0.7571159221191813,73.70631408691406,0.29379791021347046,0.42014639734909787,0.7571159221191813,73.70631408691406,0.29379791021347046
Qwen3-235B-A22B,Gemma-3-27B-Instruct,task3_cross_scale_groups,string,24519,24000,4096,5376,151936,262208,False,True,0.33781781467347494,0.8012628036441337,32.98219299316406,0.16373449563980103,0.5160716064337678,0.6849782601445744,32.746463775634766,0.24128186702728271
Gemma-2-27B-Instruct,Gemma-4-31B-Instruct,task3_cross_scale_groups,string,180863,24000,4608,5376,256000,262144,True,True,0.3765261786712988,0.7762631842408075,74.67440032958984,0.3101627826690674,0.3765261786712988,0.7762631842408075,74.67440032958984,0.3101627826690674
Gemma-2-27B-Instruct,Qwen3.5-27B-Instruct,task3_cross_scale_groups,string,31331,24000,4608,5120,256000,248320,True,False,0.28490998632936726,0.838865488666897,58.20134353637695,0.2702329456806183,0.415494498709026,0.7410527355884707,72.05253601074219,0.30795302987098694
Gemma-3-27B-Instruct,Qwen3.5-27B-Instruct,task3_cross_scale_groups,string,29832,24000,5376,5120,262208,248320,True,False,0.3324200956426122,0.8104046866377838,45.4784049987793,0.15914639830589294,0.5030027111982758,0.6844883721048063,57.525054931640625,0.32932841777801514
Gemma-3-27B-Instruct,Gemma-4-31B-Instruct,task3_cross_scale_groups,string,262120,24000,5376,5376,262208,262144,True,True,0.4626498654154225,0.7186955469340921,57.458614349365234,0.1885625272989273,0.4626498654154225,0.7186955469340921,57.458614349365234,0.1885625272989273
Gemma-4-31B-Instruct,Qwen3.5-27B-Instruct,task3_cross_scale_groups,string,29832,24000,5376,5120,262144,248320,True,False,0.3224933688160164,0.8164187750261898,41.07317352294922,0.2967526912689209,0.46698328911330955,0.7089411965319127,50.713802337646484,0.33041349053382874
Qwen2.5-72B-Instruct,Llama-3.1-70B-Instruct,task3_cross_scale_groups,string,109566,24000,8192,8192,152064,128256,False,False,0.4558234766646524,0.7343781176927753,102.51322174072266,0.06683874875307083,0.5215083347513012,0.6873350469596345,86.79022216796875,0.246848464012146
Llama-3.1-70B-Instruct,Qwen3.5-27B-Instruct,task3_cross_scale_groups,string,115771,24000,8192,5120,128256,248320,False,False,0.4287492814919014,0.7519981935499385,86.53256225585938,0.10366471856832504,0.5888494932641206,0.6249223999094293,84.30088806152344,0.1568591594696045
Qwen3-30B-A3B,Gemma-4-26B-A4B-Instruct,task4_moe_cross_family,string,24519,24000,2048,2816,151936,262144,False,True,0.2572933205568654,0.8170009865778118,33.04096984863281,0.4798244535923004,0.40409644486223995,0.7318160065834486,36.02220153808594,0.6160655617713928
Qwen3-30B-A3B,DeepSeek-V2-Lite-Chat,task4_moe_cross_family,string,69060,24000,2048,2048,151936,102400,False,False,0.34353550134802746,0.8015701966347464,140.83294677734375,0.8464595675468445,0.48041850451351376,0.7052987560683806,175.6800537109375,1.3914332389831543
Qwen3.5-35B-A3B-Instruct,Gemma-4-26B-A4B-Instruct,task4_moe_cross_family,string,29832,24000,2048,2816,248320,262144,False,True,0.2594761686174927,0.8161639604972839,58.44880294799805,0.4601692259311676,0.3929655077672941,0.7389491914925602,49.836368560791016,0.5463582277297974
Qwen3-30B-A3B,Qwen3.5-35B-A3B-Instruct,task4_moe_cross_family,string,131586,24000,2048,2048,151936,248320,False,False,0.28688050802262277,0.8341420253372474,13.06999683380127,0.09013628214597702,0.4864346266313926,0.6895091948059642,21.89987564086914,0.13195957243442535
Qwen3-30B-A3B,MiniMax-M2.7,task4_moe_cross_family,string,97727,24000,2048,3072,151936,200064,False,False,0.32059768605121197,0.8215424602455548,28.30535888671875,0.1450895220041275,0.404181808634254,0.7612060017153761,23.061038970947266,0.19173678755760193
Qwen3.5-35B-A3B-Instruct,MiniMax-M2.7,task4_moe_cross_family,string,138334,24000,2048,3072,248320,200064,False,False,0.3295200380188814,0.8158574546971328,49.25419235229492,0.2743735909461975,0.38637073280795386,0.7686131738251691,32.575828552246094,0.1506291925907135
Qwen3-30B-A3B,Qwen3.6-35B-A3B,task4_moe_cross_family,string,131586,24000,2048,2048,151936,248320,False,False,0.2868052032519517,0.8340419437493971,12.796934127807617,0.09020932763814926,0.48950254279334393,0.6869407196138577,21.528770446777344,0.1292611062526703
Qwen3.5-35B-A3B-Instruct,DeepSeek-V2-Lite-Chat,task4_moe_cross_family,string,76964,24000,2048,2048,248320,102400,False,False,0.35359101663858383,0.7955649465104333,234.65719604492188,1.358316421508789,0.46280296790744946,0.7167688572196185,251.4352569580078,1.3785780668258667
Qwen3.6-35B-A3B,Gemma-4-26B-A4B-Instruct,task4_moe_cross_family,string,29832,24000,2048,2816,248320,262144,False,True,0.2588766765076408,0.8164830780905625,59.45627212524414,0.4627707898616791,0.3943882057391158,0.738072645901492,50.53783416748047,0.5553072094917297
Qwen3-30B-A3B,DeepSeek-R1-0528,task4_moe_cross_family,string,84030,24000,2048,7168,151936,129280,False,False,0.27503706740031775,0.8487966159396713,69.70845031738281,0.34442001581192017,0.36111914787423205,0.7973404782071412,157.54537963867188,1.4775633811950684
Qwen3.6-35B-A3B,DeepSeek-R1-0528,task4_moe_cross_family,string,108771,24000,2048,7168,248320,129280,False,False,0.2865898176102033,0.8420488222353025,117.37703704833984,0.559796154499054,0.352995938364857,0.802168655787797,227.61160278320312,1.006687045097351
Qwen3.5-35B-A3B-Instruct,Qwen3.6-35B-A3B,task4_moe_cross_family,id,248044,24000,2048,2048,248320,248320,False,False,0.9402031721677395,0.24163411516483316,42.70292663574219,0.008717347867786884,0.9783231915298723,0.13925752298850194,43.5685920715332,0.01656506396830082
Gemma-4-26B-A4B-Instruct,DeepSeek-V2-Lite-Chat,task4_moe_cross_family,string,25063,24000,2816,2048,262144,102400,True,False,0.3912441847915843,0.7676680856351893,115.83077239990234,3.5198044776916504,0.4813795491585774,0.7006424477548119,157.8282928466797,4.760042190551758
Qwen3.5-35B-A3B-Instruct,DeepSeek-R1-0528,task4_moe_cross_family,string,108771,24000,2048,7168,248320,129280,False,False,0.2869328796203796,0.8418309797995994,114.7198715209961,0.5902217030525208,0.3528901698059086,0.8022173109515537,220.89532470703125,0.9749317169189453
Qwen3.6-35B-A3B,DeepSeek-V2-Lite-Chat,task4_moe_cross_family,string,76964,24000,2048,2048,248320,102400,False,False,0.35360696678409065,0.7955641111648822,240.08071899414062,1.3356467485427856,0.46287871325766883,0.716778009184018,257.6120910644531,1.3720879554748535
Gemma-4-26B-A4B-Instruct,DeepSeek-R1-0528,task4_moe_cross_family,string,21237,21237,2816,7168,262144,129280,True,False,0.3740734007005435,0.7831959700714408,61.189178466796875,2.032358169555664,0.4417886147442006,0.733566364063664,154.9644317626953,3.7773306369781494
DeepSeek-V2-Lite-Chat,DeepSeek-R1-0528,task4_moe_cross_family,string,69431,24000,2048,7168,102400,129280,False,False,0.30635293648821604,0.8299523185777742,12.553716659545898,0.6189579367637634,0.3607623511326392,0.7976641623864644,28.357650756835938,1.4197843074798584
DeepSeek-V2-Lite-Chat,MiniMax-M2.7,task4_moe_cross_family,string,78685,24000,2048,3072,102400,200064,False,False,0.3652595099569529,0.7937713252393629,5.009052276611328,0.23792767524719238,0.39452681250054666,0.7687531620196538,4.12311315536499,0.21570050716400146
Qwen3.6-35B-A3B,MiniMax-M2.7,task4_moe_cross_family,string,138334,24000,2048,3072,248320,200064,False,False,0.3299806403166937,0.8155647510770279,50.3742561340332,0.27926138043403625,0.38772990077542047,0.7678603127151542,33.474212646484375,0.1510896235704422
Gemma-4-26B-A4B-Instruct,MiniMax-M2.7,task4_moe_cross_family,string,29518,24000,2816,3072,262144,200064,True,False,0.4090228444963261,0.7611388801447826,24.667118072509766,0.8498028516769409,0.46224489648383027,0.7175896936007822,22.64815902709961,0.5760049819946289
DeepSeek-R1-0528,MiniMax-M2.7,task4_moe_cross_family,string,105258,24000,7168,3072,129280,200064,False,False,0.5606505790629255,0.6606990251815901,27.00933074951172,0.17736101150512695,0.6861496757941925,0.5524746851196866,11.428783416748047,0.42903992533683777
